-----------------------------------------------------------------------------------------------
best_c - 2.000000
best_g - -1.000000
v_trn_best - 0.899750
best_v_cv - 3.581000
w_1_cost - 0.289578
w_0_cost - 0.710422
Test_f_score - 0.894625

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893833
best_v_cv - 3.561000
w_1_cost - 0.292044
w_0_cost - 0.707956
Test_f_score - 0.890125

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893583
best_v_cv - 3.563000
w_1_cost - 0.292149
w_0_cost - 0.707851
Test_f_score - 0.890000

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893750
best_v_cv - 3.563000
w_1_cost - 0.292079
w_0_cost - 0.707921
Test_f_score - 0.890375

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893833
best_v_cv - 3.563000
w_1_cost - 0.292044
w_0_cost - 0.707956
Test_f_score - 0.890500

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893583
best_v_cv - 3.563000
w_1_cost - 0.292149
w_0_cost - 0.707851
Test_f_score - 0.890000

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893750
best_v_cv - 3.563000
w_1_cost - 0.292079
w_0_cost - 0.707921
Test_f_score - 0.890375

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893833
best_v_cv - 3.563000
w_1_cost - 0.292044
w_0_cost - 0.707956
Test_f_score - 0.890500

------------------------------------------------
best_c - -1.000000
best_g - -1.000000
v_trn_best - 0.893583
best_v_cv - 3.563000
w_1_cost - 0.292149
w_0_cost - 0.707851
Test_f_score - 0.890000

------------------------------------------------
