
-----------------------------------------------------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995333
best_v_cv - 0.995500
w_1_cost - 0.251754
w_0_cost - 0.748246
Test_f_score - 0.996500

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995667
best_v_cv - 0.995000
w_1_cost - 0.251629
w_0_cost - 0.748371
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995417
best_v_cv - 0.995500
w_1_cost - 0.251723
w_0_cost - 0.748277
Test_f_score - 0.995750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995167
best_v_cv - 0.995000
w_1_cost - 0.251817
w_0_cost - 0.748183
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.994750
best_v_cv - 0.994750
w_1_cost - 0.251974
w_0_cost - 0.748026
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995250
best_v_cv - 0.995250
w_1_cost - 0.251785
w_0_cost - 0.748215
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995333
best_v_cv - 0.995500
w_1_cost - 0.251754
w_0_cost - 0.748246
Test_f_score - 0.996875

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995667
best_v_cv - 0.995000
w_1_cost - 0.251629
w_0_cost - 0.748371
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995417
best_v_cv - 0.995500
w_1_cost - 0.251723
w_0_cost - 0.748277
Test_f_score - 0.995750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995167
best_v_cv - 0.995000
w_1_cost - 0.251817
w_0_cost - 0.748183
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.994750
best_v_cv - 0.994750
w_1_cost - 0.251974
w_0_cost - 0.748026
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995250
best_v_cv - 0.995250
w_1_cost - 0.251785
w_0_cost - 0.748215
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995333
best_v_cv - 0.995500
w_1_cost - 0.251754
w_0_cost - 0.748246
Test_f_score - 0.996875

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995667
best_v_cv - 0.995000
w_1_cost - 0.251629
w_0_cost - 0.748371
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995417
best_v_cv - 0.995500
w_1_cost - 0.251723
w_0_cost - 0.748277
Test_f_score - 0.995750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995167
best_v_cv - 0.995000
w_1_cost - 0.251817
w_0_cost - 0.748183
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.994750
best_v_cv - 0.994750
w_1_cost - 0.251974
w_0_cost - 0.748026
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995250
best_v_cv - 0.995250
w_1_cost - 0.251785
w_0_cost - 0.748215
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995333
best_v_cv - 0.995500
w_1_cost - 0.251754
w_0_cost - 0.748246
Test_f_score - 0.996875

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995667
best_v_cv - 0.995000
w_1_cost - 0.251629
w_0_cost - 0.748371
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995417
best_v_cv - 0.995500
w_1_cost - 0.251723
w_0_cost - 0.748277
Test_f_score - 0.995750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995167
best_v_cv - 0.995000
w_1_cost - 0.251817
w_0_cost - 0.748183
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.994750
best_v_cv - 0.994750
w_1_cost - 0.251974
w_0_cost - 0.748026
Test_f_score - 0.996750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995250
best_v_cv - 0.995250
w_1_cost - 0.251785
w_0_cost - 0.748215
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995333
best_v_cv - 0.995500
w_1_cost - 0.251754
w_0_cost - 0.748246
Test_f_score - 0.996875

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995667
best_v_cv - 0.995000
w_1_cost - 0.251629
w_0_cost - 0.748371
Test_f_score - 0.996750

------------------------------------------------
best_c - 10.000000
best_g - -1.000000
v_trn_best - 0.995417
best_v_cv - 0.995500
w_1_cost - 0.251723
w_0_cost - 0.748277
Test_f_score - 0.995750

------------------------------------------------
best_c - 9.000000
best_g - -1.000000
v_trn_best - 0.995167
best_v_cv - 0.995000
w_1_cost - 0.251817
w_0_cost - 0.748183
Test_f_score - 0.996750

------------------------------------------------
